full_name,category,default_branch,commits_atom,releases_atom
MicrosoftDocs/customer-voice,docs,main,https://github.com/MicrosoftDocs/customer-voice/commits/main.atom,https://github.com/MicrosoftDocs/customer-voice/releases.atom
dotnet/docs-maui,docs,main,https://github.com/dotnet/docs-maui/commits/main.atom,https://github.com/dotnet/docs-maui/releases.atom
microsoft/Container-Migration-Solution-Accelerator,samples,main,https://github.com/microsoft/Container-Migration-Solution-Accelerator/commits/main.atom,https://github.com/microsoft/Container-Migration-Solution-Accelerator/releases.atom
MicrosoftLearning/github-copilot-sdk-starter-app,training,main,https://github.com/MicrosoftLearning/github-copilot-sdk-starter-app/commits/main.atom,https://github.com/MicrosoftLearning/github-copilot-sdk-starter-app/releases.atom
Azure-Samples/Agentic-AI-Investment-Analysis-Sample,samples,main,https://github.com/Azure-Samples/Agentic-AI-Investment-Analysis-Sample/commits/main.atom,https://github.com/Azure-Samples/Agentic-AI-Investment-Analysis-Sample/releases.atom
microsoft/GitHub-Copilot-Cobol-Extension-Sample,samples,main,https://github.com/microsoft/GitHub-Copilot-Cobol-Extension-Sample/commits/main.atom,https://github.com/microsoft/GitHub-Copilot-Cobol-Extension-Sample/releases.atom
Azure-Samples/contoso-creative-writer,samples,main,https://github.com/Azure-Samples/contoso-creative-writer/commits/main.atom,https://github.com/Azure-Samples/contoso-creative-writer/releases.atom
microsoft/custom-monaco-copilot-demo,samples,main,https://github.com/microsoft/custom-monaco-copilot-demo/commits/main.atom,https://github.com/microsoft/custom-monaco-copilot-demo/releases.atom
microsoft/FluidIgniteCodeLab,training,main,https://github.com/microsoft/FluidIgniteCodeLab/commits/main.atom,https://github.com/microsoft/FluidIgniteCodeLab/releases.atom
Azure-Samples/Sentinel-For-SAP-Community,samples,main,https://github.com/Azure-Samples/Sentinel-For-SAP-Community/commits/main.atom,https://github.com/Azure-Samples/Sentinel-For-SAP-Community/releases.atom
Azure-Samples/functions-javascript-sap-cloud-sdk-quickstart,samples,main,https://github.com/Azure-Samples/functions-javascript-sap-cloud-sdk-quickstart/commits/main.atom,https://github.com/Azure-Samples/functions-javascript-sap-cloud-sdk-quickstart/releases.atom
MicrosoftLearning/AB-6002-Introduction-to-finance-in-Dynamics-365.ja-jp,training,main,https://github.com/MicrosoftLearning/AB-6002-Introduction-to-finance-in-Dynamics-365.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/AB-6002-Introduction-to-finance-in-Dynamics-365.ja-jp/releases.atom
MicrosoftDocs/renewal-evaluation-pr.hu-hu,docs,main,https://github.com/MicrosoftDocs/renewal-evaluation-pr.hu-hu/commits/main.atom,https://github.com/MicrosoftDocs/renewal-evaluation-pr.hu-hu/releases.atom
MicrosoftLearning/mslearn-ai-studio.ja-jp,training,main,https://github.com/MicrosoftLearning/mslearn-ai-studio.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-ai-studio.ja-jp/releases.atom
Azure-Samples/tutor,samples,main,https://github.com/Azure-Samples/tutor/commits/main.atom,https://github.com/Azure-Samples/tutor/releases.atom
MicrosoftLearning/AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions.ja-jp,training,main,https://github.com/MicrosoftLearning/AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions.ja-jp/commits/main.atom,https://github.com/MicrosoftLearning/AZ-700-Designing-and-Implementing-Microsoft-Azure-Networking-Solutions.ja-jp/releases.atom
Azure-Samples/communication-services-dotnet-quickstarts,samples,main,https://github.com/Azure-Samples/communication-services-dotnet-quickstarts/commits/main.atom,https://github.com/Azure-Samples/communication-services-dotnet-quickstarts/releases.atom
microsoft/adme-samples,samples,main,https://github.com/microsoft/adme-samples/commits/main.atom,https://github.com/microsoft/adme-samples/releases.atom
OfficeDev/office-scripts-docs-reference,docs,main,https://github.com/OfficeDev/office-scripts-docs-reference/commits/main.atom,https://github.com/OfficeDev/office-scripts-docs-reference/releases.atom
Azure-Samples/moneta-agents,samples,main,https://github.com/Azure-Samples/moneta-agents/commits/main.atom,https://github.com/Azure-Samples/moneta-agents/releases.atom
Azure-Samples/call-center-voice-agent-accelerator,samples,main,https://github.com/Azure-Samples/call-center-voice-agent-accelerator/commits/main.atom,https://github.com/Azure-Samples/call-center-voice-agent-accelerator/releases.atom
Azure-Samples/agent-framework-workshop,samples,main,https://github.com/Azure-Samples/agent-framework-workshop/commits/main.atom,https://github.com/Azure-Samples/agent-framework-workshop/releases.atom
microsoft/MCP-Server-and-PostgreSQL-Sample-Retail,samples,main,https://github.com/microsoft/MCP-Server-and-PostgreSQL-Sample-Retail/commits/main.atom,https://github.com/microsoft/MCP-Server-and-PostgreSQL-Sample-Retail/releases.atom
microsoft/WPF-Samples,samples,main,https://github.com/microsoft/WPF-Samples/commits/main.atom,https://github.com/microsoft/WPF-Samples/releases.atom
Azure-Samples/adaptive-rag-workbench,samples,main,https://github.com/Azure-Samples/adaptive-rag-workbench/commits/main.atom,https://github.com/Azure-Samples/adaptive-rag-workbench/releases.atom
Azure-Samples/az-ai-devcontainer,samples,main,https://github.com/Azure-Samples/az-ai-devcontainer/commits/main.atom,https://github.com/Azure-Samples/az-ai-devcontainer/releases.atom
Azure-Samples/openai-chat-vision-quickstart,samples,main,https://github.com/Azure-Samples/openai-chat-vision-quickstart/commits/main.atom,https://github.com/Azure-Samples/openai-chat-vision-quickstart/releases.atom
Azure-Samples/data-extraction-using-azure-content-understanding,samples,main,https://github.com/Azure-Samples/data-extraction-using-azure-content-understanding/commits/main.atom,https://github.com/Azure-Samples/data-extraction-using-azure-content-understanding/releases.atom
Azure-Samples/container-apps-ai-agent,samples,main,https://github.com/Azure-Samples/container-apps-ai-agent/commits/main.atom,https://github.com/Azure-Samples/container-apps-ai-agent/releases.atom
Azure-Samples/openai-chat-app-entra-auth-local,samples,main,https://github.com/Azure-Samples/openai-chat-app-entra-auth-local/commits/main.atom,https://github.com/Azure-Samples/openai-chat-app-entra-auth-local/releases.atom
Azure-Samples/modern-data-warehouse-dataops,samples,main,https://github.com/Azure-Samples/modern-data-warehouse-dataops/commits/main.atom,https://github.com/Azure-Samples/modern-data-warehouse-dataops/releases.atom
Azure-Samples/indexadillo,samples,main,https://github.com/Azure-Samples/indexadillo/commits/main.atom,https://github.com/Azure-Samples/indexadillo/releases.atom
Azure-Samples/deepseek-python,samples,main,https://github.com/Azure-Samples/deepseek-python/commits/main.atom,https://github.com/Azure-Samples/deepseek-python/releases.atom
MicrosoftDocs/sdk-api,docs,docs,https://github.com/MicrosoftDocs/sdk-api/commits/docs.atom,https://github.com/MicrosoftDocs/sdk-api/releases.atom
Azure/azure-ai-agents-labs,training,main,https://github.com/Azure/azure-ai-agents-labs/commits/main.atom,https://github.com/Azure/azure-ai-agents-labs/releases.atom
Azure-Samples/ai-hub-gateway-solution-accelerator,samples,main,https://github.com/Azure-Samples/ai-hub-gateway-solution-accelerator/commits/main.atom,https://github.com/Azure-Samples/ai-hub-gateway-solution-accelerator/releases.atom
microsoft/sql-server-samples,samples,master,https://github.com/microsoft/sql-server-samples/commits/master.atom,https://github.com/microsoft/sql-server-samples/releases.atom
Azure-Samples/APIM-Unified-AI-Gateway-Sample,samples,main,https://github.com/Azure-Samples/APIM-Unified-AI-Gateway-Sample/commits/main.atom,https://github.com/Azure-Samples/APIM-Unified-AI-Gateway-Sample/releases.atom
Azure-Samples/azure-sql-db-developers-workshop,samples,main,https://github.com/Azure-Samples/azure-sql-db-developers-workshop/commits/main.atom,https://github.com/Azure-Samples/azure-sql-db-developers-workshop/releases.atom
microsoft/winget-cli,docs,master,https://github.com/microsoft/winget-cli/commits/master.atom,https://github.com/microsoft/winget-cli/releases.atom
MicrosoftDocs/microsoft-cloud,docs,main,https://github.com/MicrosoftDocs/microsoft-cloud/commits/main.atom,https://github.com/MicrosoftDocs/microsoft-cloud/releases.atom
MicrosoftLearning/mslearn-test,training,main,https://github.com/MicrosoftLearning/mslearn-test/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-test/releases.atom
Azure-Samples/get-started-with-ai-agents,samples,main,https://github.com/Azure-Samples/get-started-with-ai-agents/commits/main.atom,https://github.com/Azure-Samples/get-started-with-ai-agents/releases.atom
MicrosoftLearning/INF99X-SampleCourse,training,master,https://github.com/MicrosoftLearning/INF99X-SampleCourse/commits/master.atom,https://github.com/MicrosoftLearning/INF99X-SampleCourse/releases.atom
microsoft/WindowsAppSDK-Samples,samples,main,https://github.com/microsoft/WindowsAppSDK-Samples/commits/main.atom,https://github.com/microsoft/WindowsAppSDK-Samples/releases.atom
SharePoint/sp-dev-docs,docs,main,https://github.com/SharePoint/sp-dev-docs/commits/main.atom,https://github.com/SharePoint/sp-dev-docs/releases.atom
MicrosoftLearning/mslearn-sql-migration,training,main,https://github.com/MicrosoftLearning/mslearn-sql-migration/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-sql-migration/releases.atom
MicrosoftLearning/mslearn-copilot,training,main,https://github.com/MicrosoftLearning/mslearn-copilot/commits/main.atom,https://github.com/MicrosoftLearning/mslearn-copilot/releases.atom
microsoft/amplifier-module-loop-basic,docs,main,https://github.com/microsoft/amplifier-module-loop-basic/commits/main.atom,https://github.com/microsoft/amplifier-module-loop-basic/releases.atom
microsoft/amplifier-module-loop-events,docs,main,https://github.com/microsoft/amplifier-module-loop-events/commits/main.atom,https://github.com/microsoft/amplifier-module-loop-events/releases.atom
OfficeDev/microsoft-teams-library-js,docs,main,https://github.com/OfficeDev/microsoft-teams-library-js/commits/main.atom,https://github.com/OfficeDev/microsoft-teams-library-js/releases.atom
MicrosoftDocs/power-pages-docs,docs,main,https://github.com/MicrosoftDocs/power-pages-docs/commits/main.atom,https://github.com/MicrosoftDocs/power-pages-docs/releases.atom
MicrosoftDocs/dynamics365smb-docs,docs,main,https://github.com/MicrosoftDocs/dynamics365smb-docs/commits/main.atom,https://github.com/MicrosoftDocs/dynamics365smb-docs/releases.atom
MicrosoftDocs/playfab-docs,docs,docs,https://github.com/MicrosoftDocs/playfab-docs/commits/docs.atom,https://github.com/MicrosoftDocs/playfab-docs/releases.atom
MicrosoftDocs/azure-docs-sdk-node-archive,docs,main,https://github.com/MicrosoftDocs/azure-docs-sdk-node-archive/commits/main.atom,https://github.com/MicrosoftDocs/azure-docs-sdk-node-archive/releases.atom
MicrosoftLearning/MB-310-Microsoft-Dynamics-365-Finance,training,master,https://github.com/MicrosoftLearning/MB-310-Microsoft-Dynamics-365-Finance/commits/master.atom,https://github.com/MicrosoftLearning/MB-310-Microsoft-Dynamics-365-Finance/releases.atom
microsoft/dbt-synapse,docs,master,https://github.com/microsoft/dbt-synapse/commits/master.atom,https://github.com/microsoft/dbt-synapse/releases.atom
MicrosoftDocs/vsts-rest-api-specs,docs,master,https://github.com/MicrosoftDocs/vsts-rest-api-specs/commits/master.atom,https://github.com/MicrosoftDocs/vsts-rest-api-specs/releases.atom
MicrosoftDocs/PlayReady,docs,main,https://github.com/MicrosoftDocs/PlayReady/commits/main.atom,https://github.com/MicrosoftDocs/PlayReady/releases.atom
Azure/accelerator-bootstrap-modules,samples,main,https://github.com/Azure/accelerator-bootstrap-modules/commits/main.atom,https://github.com/Azure/accelerator-bootstrap-modules/releases.atom
MicrosoftLearning/Tech-Connect-Frontier-Hack,training,master,https://github.com/MicrosoftLearning/Tech-Connect-Frontier-Hack/commits/master.atom,https://github.com/MicrosoftLearning/Tech-Connect-Frontier-Hack/releases.atom
microsoft/shell-intune-samples,samples,master,https://github.com/microsoft/shell-intune-samples/commits/master.atom,https://github.com/microsoft/shell-intune-samples/releases.atom
Azure-Samples/azure-openai-responses-api-samples,samples,main,https://github.com/Azure-Samples/azure-openai-responses-api-samples/commits/main.atom,https://github.com/Azure-Samples/azure-openai-responses-api-samples/releases.atom
Azure/setup-azd,samples,main,https://github.com/Azure/setup-azd/commits/main.atom,https://github.com/Azure/setup-azd/releases.atom
MicrosoftDocs/msftdynamicsgpdocs,docs,main,https://github.com/MicrosoftDocs/msftdynamicsgpdocs/commits/main.atom,https://github.com/MicrosoftDocs/msftdynamicsgpdocs/releases.atom
Azure-Samples/github-models-javascript-playground,samples,main,https://github.com/Azure-Samples/github-models-javascript-playground/commits/main.atom,https://github.com/Azure-Samples/github-models-javascript-playground/releases.atom
Azure-Samples/iot-edge-opc-plc,samples,main,https://github.com/Azure-Samples/iot-edge-opc-plc/commits/main.atom,https://github.com/Azure-Samples/iot-edge-opc-plc/releases.atom
Azure-Samples/JavaScript-AI-Buildathon,samples,main,https://github.com/Azure-Samples/JavaScript-AI-Buildathon/commits/main.atom,https://github.com/Azure-Samples/JavaScript-AI-Buildathon/releases.atom
microsoft/fabric-samples,samples,main,https://github.com/microsoft/fabric-samples/commits/main.atom,https://github.com/microsoft/fabric-samples/releases.atom
Azure-Samples/cognitive-services-speech-sdk,samples,master,https://github.com/Azure-Samples/cognitive-services-speech-sdk/commits/master.atom,https://github.com/Azure-Samples/cognitive-services-speech-sdk/releases.atom
Azure-Samples/TechConnect-2026-LAB-1073-Building-intelligent-multi-agent-Apps-with-GH-Speckit-and-Agent-Framework,samples,main,https://github.com/Azure-Samples/TechConnect-2026-LAB-1073-Building-intelligent-multi-agent-Apps-with-GH-Speckit-and-Agent-Framework/commits/main.atom,https://github.com/Azure-Samples/TechConnect-2026-LAB-1073-Building-intelligent-multi-agent-Apps-with-GH-Speckit-and-Agent-Framework/releases.atom
MicrosoftDocs/dynamics-365-mixed-reality,docs,main,https://github.com/MicrosoftDocs/dynamics-365-mixed-reality/commits/main.atom,https://github.com/MicrosoftDocs/dynamics-365-mixed-reality/releases.atom
microsoftgraph/msgraph-snippets-typescript,docs,main,https://github.com/microsoftgraph/msgraph-snippets-typescript/commits/main.atom,https://github.com/microsoftgraph/msgraph-snippets-typescript/releases.atom
Azure/APICenter-Portal-Starter,docs,main,https://github.com/Azure/APICenter-Portal-Starter/commits/main.atom,https://github.com/Azure/APICenter-Portal-Starter/releases.atom
